Year,Route,GRASS_3km,GRASS_5km,GRASS_10km,ED_3km,ED_5km,ED_10km,PDSI,TMAX,PCP,TMIN
1999,6,69.7856,66.6179,64.7398,51.2274,50.9063,50.584,4.073333333,92.7,0.793333333,20.7
1999,7,92.6625,89.6163,85.6991,32.6145,37.1704,42.3145,3.653333333,92,1.646666667,24.1
1999,8,83.7953,80.1366,81.7847,48.3568,54.6869,48.8461,1.003333333,91.1,1.336666667,20.6
1999,9,60.4711,53.1898,48.3663,59.6339,64.7864,60.8433,4.073333333,92.7,0.793333333,20.7
1999,10,43.246,32.8051,34.8173,42.2972,42.4707,46.0112,2.606666667,92.4,0.42,18.1
1999,11,77.8502,80.8095,81.0277,59.5545,53.9372,45.5443,1.003333333,91.1,1.336666667,20.6
1999,12,76.5926,67.5905,67.2667,61.5433,62.1688,65.6602,1.003333333,91.1,1.336666667,20.6
1999,13,74.5659,64.3165,61.2657,42.2784,37.9207,43.7634,1.096666667,90.8,0.893333333,17.5
1999,14,86.7964,85.059,85.5693,38.7805,42.1296,40.9369,1.003333333,91.1,1.336666667,20.6
1999,15,86.7927,85.318,80.8378,44.7183,48.2775,52.2895,3.653333333,92,1.646666667,24.1
1999,16,58.563,58.2517,46.2409,51.9847,50.7874,52.5387,4.073333333,92.7,0.793333333,20.7
1999,17,78.773,73.1823,72.0222,62.7866,70.7097,70.6847,3.653333333,92,1.646666667,24.1
1999,18,70.2914,63.4263,54.7576,51.9403,58.7503,58.124,2.606666667,92.4,0.42,18.1
1999,19,73.5677,68.2612,66.8066,65.1624,70.5714,70.2325,1.003333333,91.1,1.336666667,20.6
1999,20,93.9682,92.2189,86.4281,29.0887,32.5057,41.685,3.653333333,92,1.646666667,24.1
1999,21,67.833,63.8083,51.753,51.8563,51.0794,59.2856,4.073333333,92.7,0.793333333,20.7
1999,22,70.5772,68.7878,68.9555,59.6656,62.9594,63.7751,1.003333333,91.1,1.336666667,20.6
1999,23,43.4033,42.3817,47.0989,45.0089,47.6807,45.33,4.073333333,92.7,0.793333333,20.7
1999,24,67.7614,62.1766,64.3358,64.8109,67.1341,66.9186,3.653333333,92,1.646666667,24.1
1999,25,77.2942,78.7773,71.111,40.7038,40.7749,44.7553,2.606666667,92.4,0.42,18.1
1999,26,66.4305,65.0473,63.1527,51.0884,54.7402,51.069,4.073333333,92.7,0.793333333,20.7
1999,27,55.5901,52.0229,47.5246,61.5618,64.6176,68.7122,2.606666667,92.4,0.42,18.1
1999,28,63.2578,63.2834,65.0715,68.9139,68.5742,65.0913,3.653333333,92,1.646666667,24.1
1999,29,86.1876,89.3207,89.2759,43.1612,36.662,36.0188,3.653333333,92,1.646666667,24.1
1999,30,55.7536,52.2685,52.6425,53.393,50.2762,50.3749,2.606666667,92.4,0.42,18.1
1999,31,44.7356,39.6181,29.351,35.3029,34.347,28.6143,1.25,92.4,0.163333333,17.9
1999,32,57.5014,54.0024,48.8061,49.3562,53.0541,46.2249,1.25,92.4,0.163333333,17.9
1999,33,60.6562,63.8014,60.7169,48.8966,51.7261,53.0633,2.606666667,92.4,0.42,18.1
2000,1,64.9955,61.5264,60.2056,74.0261,76.1959,74.7547,1.066666667,98.2,2.25,24.8
2000,2,51.3019,56.4517,59.9014,73.7199,72.5935,72.4568,-1.746666667,97.6,1.566666667,22.5
2000,3,87.6415,84.5643,80.3489,27.6997,31.9668,38.4419,1.066666667,98.2,2.25,24.8
2000,4,87.8123,83.3036,81.7953,28.7133,31.6831,34.2695,-1.746666667,97.6,1.566666667,22.5
2000,5,78.6736,68.7044,56.1598,49.3195,55.4302,57.3272,-2.4,98,0.823333333,19.3
2000,6,69.7856,66.6179,64.7398,51.2274,50.9063,50.584,0.996666667,98.1,1.15,20.9
2000,7,92.6625,89.6163,85.6991,32.6145,37.1704,42.3145,1.066666667,98.2,2.25,24.8
2000,8,83.7953,80.1366,81.7847,48.3568,54.6869,48.8461,-1.746666667,97.6,1.566666667,22.5
2000,9,60.4711,53.1898,48.3663,59.6339,64.7864,60.8433,0.996666667,98.1,1.15,20.9
2000,10,43.246,32.8051,34.8173,42.2972,42.4707,46.0112,-2.4,98,0.823333333,19.3
2000,11,77.8502,80.8095,81.0277,59.5545,53.9372,45.5443,-1.746666667,97.6,1.566666667,22.5
2000,12,76.5926,67.5905,67.2667,61.5433,62.1688,65.6602,-1.746666667,97.6,1.566666667,22.5
2000,13,74.5659,64.3165,61.2657,42.2784,37.9207,43.7634,-2.943333333,94.5,1.116666667,20.2
2000,14,86.7964,85.059,85.5693,38.7805,42.1296,40.9369,-1.746666667,97.6,1.566666667,22.5
2000,15,86.7927,85.318,80.8378,44.7183,48.2775,52.2895,1.066666667,98.2,2.25,24.8
2000,16,58.563,58.2517,46.2409,51.9847,50.7874,52.5387,0.996666667,98.1,1.15,20.9
2000,17,78.773,73.1823,72.0222,62.7866,70.7097,70.6847,1.066666667,98.2,2.25,24.8
2000,18,70.2914,63.4263,54.7576,51.9403,58.7503,58.124,-2.4,98,0.823333333,19.3
2000,19,73.5677,68.2612,66.8066,65.1624,70.5714,70.2325,-1.746666667,97.6,1.566666667,22.5
2000,20,93.9682,92.2189,86.4281,29.0887,32.5057,41.685,1.066666667,98.2,2.25,24.8
2000,21,67.833,63.8083,51.753,51.8563,51.0794,59.2856,0.996666667,98.1,1.15,20.9
2000,22,70.5772,68.7878,68.9555,59.6656,62.9594,63.7751,-1.746666667,97.6,1.566666667,22.5
2000,23,43.4033,42.3817,47.0989,45.0089,47.6807,45.33,0.996666667,98.1,1.15,20.9
2000,24,67.7614,62.1766,64.3358,64.8109,67.1341,66.9186,1.066666667,98.2,2.25,24.8
2000,25,77.2942,78.7773,71.111,40.7038,40.7749,44.7553,-2.4,98,0.823333333,19.3
2000,26,66.4305,65.0473,63.1527,51.0884,54.7402,51.069,0.996666667,98.1,1.15,20.9
2000,27,55.5901,52.0229,47.5246,61.5618,64.6176,68.7122,-2.4,98,0.823333333,19.3
2000,28,63.2578,63.2834,65.0715,68.9139,68.5742,65.0913,1.066666667,98.2,2.25,24.8
2000,29,86.1876,89.3207,89.2759,43.1612,36.662,36.0188,1.066666667,98.2,2.25,24.8
2000,30,55.7536,52.2685,52.6425,53.393,50.2762,50.3749,-2.4,98,0.823333333,19.3
2000,31,44.7356,39.6181,29.351,35.3029,34.347,28.6143,-2.436666667,95.6,0.47,19.2
2000,32,57.5014,54.0024,48.8061,49.3562,53.0541,46.2249,-2.436666667,95.6,0.47,19.2
2000,33,60.6562,63.8014,60.7169,48.8966,51.7261,53.0633,-2.4,98,0.823333333,19.3
2001,1,64.9955,61.5264,60.2056,74.0261,76.1959,74.7547,-0.496666667,94.5,2.376666667,14.7
2001,2,51.3019,56.4517,59.9014,73.7199,72.5935,72.4568,1.083333333,92.6,1.983333333,11.9
2001,3,87.6415,84.5643,80.3489,27.6997,31.9668,38.4419,-0.496666667,94.5,2.376666667,14.7
2001,4,87.8123,83.3036,81.7953,28.7133,31.6831,34.2695,1.083333333,92.6,1.983333333,11.9
2001,5,78.6736,68.7044,56.1598,49.3195,55.4302,57.3272,1.62,95.3,1.37,11.4
2001,6,69.7856,66.6179,64.7398,51.2274,50.9063,50.584,1.686666667,97.2,1.543333333,12.9
2001,7,92.6625,89.6163,85.6991,32.6145,37.1704,42.3145,-0.496666667,94.5,2.376666667,14.7
2001,8,83.7953,80.1366,81.7847,48.3568,54.6869,48.8461,1.083333333,92.6,1.983333333,11.9
2001,9,60.4711,53.1898,48.3663,59.6339,64.7864,60.8433,1.686666667,97.2,1.543333333,12.9
2001,10,43.246,32.8051,34.8173,42.2972,42.4707,46.0112,1.62,95.3,1.37,11.4
2001,11,77.8502,80.8095,81.0277,59.5545,53.9372,45.5443,1.083333333,92.6,1.983333333,11.9
2001,12,76.5926,67.5905,67.2667,61.5433,62.1688,65.6602,1.083333333,92.6,1.983333333,11.9
2001,13,74.5659,64.3165,61.2657,42.2784,37.9207,43.7634,2.283333333,90.9,1.906666667,9.1
2001,14,86.7964,85.059,85.5693,38.7805,42.1296,40.9369,1.083333333,92.6,1.983333333,11.9
2001,15,86.7927,85.318,80.8378,44.7183,48.2775,52.2895,-0.496666667,94.5,2.376666667,14.7
2001,16,58.563,58.2517,46.2409,51.9847,50.7874,52.5387,1.686666667,97.2,1.543333333,12.9
2001,17,78.773,73.1823,72.0222,62.7866,70.7097,70.6847,-0.496666667,94.5,2.376666667,14.7
2001,18,70.2914,63.4263,54.7576,51.9403,58.7503,58.124,1.62,95.3,1.37,11.4
2001,19,73.5677,68.2612,66.8066,65.1624,70.5714,70.2325,1.083333333,92.6,1.983333333,11.9
2001,20,93.9682,92.2189,86.4281,29.0887,32.5057,41.685,-0.496666667,94.5,2.376666667,14.7
2001,21,67.833,63.8083,51.753,51.8563,51.0794,59.2856,1.686666667,97.2,1.543333333,12.9
2001,22,70.5772,68.7878,68.9555,59.6656,62.9594,63.7751,1.083333333,92.6,1.983333333,11.9
2001,23,43.4033,42.3817,47.0989,45.0089,47.6807,45.33,1.686666667,97.2,1.543333333,12.9
2001,24,67.7614,62.1766,64.3358,64.8109,67.1341,66.9186,-0.496666667,94.5,2.376666667,14.7
2001,25,77.2942,78.7773,71.111,40.7038,40.7749,44.7553,1.62,95.3,1.37,11.4
2001,26,66.4305,65.0473,63.1527,51.0884,54.7402,51.069,1.686666667,97.2,1.543333333,12.9
2001,27,55.5901,52.0229,47.5246,61.5618,64.6176,68.7122,1.62,95.3,1.37,11.4
2001,28,63.2578,63.2834,65.0715,68.9139,68.5742,65.0913,-0.496666667,94.5,2.376666667,14.7
2001,29,86.1876,89.3207,89.2759,43.1612,36.662,36.0188,-0.496666667,94.5,2.376666667,14.7
2001,30,55.7536,52.2685,52.6425,53.393,50.2762,50.3749,1.62,95.3,1.37,11.4
2001,31,44.7356,39.6181,29.351,35.3029,34.347,28.6143,-0.593333333,95.1,0.626666667,14.5
2001,32,57.5014,54.0024,48.8061,49.3562,53.0541,46.2249,-0.593333333,95.1,0.626666667,14.5
2001,33,60.6562,63.8014,60.7169,48.8966,51.7261,53.0633,1.62,95.3,1.37,11.4
